weekday,hour,best_discrete,ks_discrete,p_discrete,params_discrete,best_continuous,ks_continuous,p_continuous,params_continuous
4,1,nbinom,0.10862060437753496,0.01647284696486537,"{'n': 17.013387049724457, 'p': 0.6984611507729906}",gamma,0.04979495340289675,0.6851422300399315,"{'a': 6.967820799861482, 'loc': -1.362538654402933, 'scale': 1.2559711730660221}"
4,2,poisson,0.17517296752259393,9.306920934277483e-06,{'mu': 5.3908629441624365},weibull_min,0.048934199026765435,0.7141010739946303,"{'c': 2.152957156910877, 'loc': -0.12316272888309805, 'scale': 6.214188181913716}"
4,3,poisson,0.1234137898942862,0.004497984348110152,{'mu': 4.730964467005077},gamma,0.0339479485935994,0.9712829160790617,"{'a': 3.442036002950335, 'loc': -0.10173819192165146, 'scale': 1.401129857832919}"
4,4,poisson,0.1970680235770022,2.7863757052456145e-07,{'mu': 3.71},weibull_min,0.026643272598350476,0.9982357946599048,"{'c': 1.7578920617087572, 'loc': 0.4405380240092619, 'scale': 3.684603140237206}"
4,5,poisson,0.17627420295323737,1.4900078968342187e-05,{'mu': 3.609625668449198},weibull_min,0.027360951287167534,0.9983912126763146,"{'c': 1.5887370312133968, 'loc': 0.4264634711884848, 'scale': 3.5220912944647536}"
4,6,poisson,0.18848673812628108,2.200695660275206e-06,{'mu': 3.7526315789473683},gamma,0.05297469073225465,0.6408032321142321,"{'a': 3.9340790918360433, 'loc': -0.45577966282860694, 'scale': 1.0755973976116406}"
4,7,poisson,0.20364111163765158,1.0326789214906843e-07,{'mu': 4.562814070351759},gamma,0.06307114602331487,0.39088532775531803,"{'a': 5.940536995917024, 'loc': -0.6062786221441325, 'scale': 0.8682056129071396}"
4,8,nbinom,0.12596600221054477,0.003171243158942798,"{'n': 46.86456329357443, 'p': 0.8430460776616945}",weibull_min,0.03186957743956781,0.9833252539448821,"{'c': 2.7510881384406787, 'loc': 0.45664183465876584, 'scale': 9.320967612245077}"
4,9,nbinom,0.12489060211096065,0.0035374335168231407,"{'n': 113.73526538586776, 'p': 0.8850286398861892}",weibull_min,0.04633307543774823,0.7658930775878345,"{'c': 3.290516103461467, 'loc': 2.576262888145865, 'scale': 13.655509462534834}"
4,10,nbinom,0.10291538132417233,0.026847905910660996,"{'n': 54.66571090699973, 'p': 0.7484792059682762}",weibull_min,0.035327979629509454,0.9566394234917017,"{'c': 2.6533268635001397, 'loc': 6.100671116184376, 'scale': 13.792629088457572}"
4,11,nbinom,0.13324757545607752,0.0014760043425148962,"{'n': 320.96269395840363, 'p': 0.942116226184334}",gamma,0.04506831888769758,0.794054510456219,"{'a': 9320.212882432439, 'loc': -424.3094665776234, 'scale': 0.04764092694605482}"
4,12,nbinom,0.10153957164700578,0.030085057966671602,"{'n': 78.51955041950296, 'p': 0.7976423102796554}",gamma,0.03641360817669448,0.9447301139408523,"{'a': 154.59867931053472, 'loc': -42.62012489163337, 'scale': 0.40450701472253503}"
